timestamp,a1,a2,a3,s1,s2,s3
0,0,1,0,0.019547468051314354,0.9508442878723145,0.029608288779854774
1,0,1,0,0.03457469865679741,0.9424107074737549,0.023014603182673454
2,0,1,0,0.016036326065659523,0.9780435562133789,0.005920137744396925
3,0,1,0,0.024807872250676155,0.963464081287384,0.011728079989552498
4,0,1,0,0.013048490509390831,0.9764917492866516,0.010459685698151588
5,0,1,0,0.006086721550673246,0.9648491740226746,0.0290641151368618
6,0,1,0,0.909713864326477,0.09001309424638748,0.0002730629057623446
7,0,0,0,0.9663611650466919,0.0332723893225193,0.0003664524119812995
8,0,0,0,0.9848569631576538,0.015109523199498653,3.3497941331006587e-05
9,0,0,0,0.9631602764129639,0.03660771623253822,0.00023194601817522198
10,0,0,0,0.9582700729370117,0.041341666132211685,0.0003882549935951829
11,0,0,0,0.9255446195602417,0.07357726246118546,0.0008781731594353914
12,0,0,0,0.9607248902320862,0.03858497738838196,0.0006901453598402441
13,0,0,0,0.9940243363380432,0.0057690683752298355,0.00020667689386755228
14,0,0,0,0.9714047908782959,0.028550388291478157,4.48174869234208e-05
15,0,0,0,0.9645149111747742,0.03494437411427498,0.0005407981807366014
16,0,0,0,0.9662156701087952,0.03371432051062584,7.006351370364428e-05
17,0,0,0,0.9716402888298035,0.0279843732714653,0.00037532244459725916
18,0,0,0,0.9338909387588501,0.06574127078056335,0.00036779799847863615
19,0,0,0,0.8564344048500061,0.1429407149553299,0.0006248839199542999
20,0,0,0,0.9860225915908813,0.013826611451804638,0.00015078872092999518
21,0,0,0,0.9310805201530457,0.06882686913013458,9.271549788536504e-05
22,0,0,0,0.9874310493469238,0.012490150518715382,7.868980901548639e-05
23,0,0,0,0.9844182729721069,0.015381740406155586,0.00019997998606413603
24,0,0,0,0.9635768532752991,0.03634900599718094,7.421273039653897e-05
25,0,0,0,0.9528997540473938,0.04647095128893852,0.0006293493788689375
26,0,0,0,0.9206779599189758,0.07897178828716278,0.0003502467880025506
27,0,0,0,0.9781128764152527,0.02175281196832657,0.00013430324906948954
28,0,0,0,0.9152177572250366,0.08450563997030258,0.0002765505632851273
29,0,0,0,0.7955024242401123,0.20392873883247375,0.0005688004894182086
