timestamp,a1,a2,a3,s1,s2,s3
0,0,0,0,0.0132385129109025,0.9793553948402405,0.00740606477484107
1,0,0,0,0.03299396112561226,0.8439633250236511,0.12304273247718811
2,0,0,0,0.015650570392608643,0.9754112362861633,0.008938170969486237
3,0,0,0,0.0007795960991643369,0.09488943964242935,0.9043309092521667
4,0,0,0,0.00037220187368802726,0.0635039284825325,0.9361239075660706
5,0,0,0,0.00022201896354090422,0.021012037992477417,0.9787659049034119
6,0,0,0,8.775559399509802e-05,0.013074435293674469,0.9868378043174744
7,0,0,0,0.00015419638657476753,0.012691531330347061,0.9871542453765869
8,0,0,0,3.8247275369940326e-05,0.02925030328333378,0.9707114696502686
9,0,0,0,0.0012213714653626084,0.17370977997779846,0.8250688910484314
10,0,0,0,0.0009770551696419716,0.1297331601381302,0.869289755821228
11,0,0,0,0.003866590093821287,0.06383758783340454,0.9322958588600159
12,0,0,0,7.166106661316007e-05,0.03847896680235863,0.9614493250846863
13,0,0,0,0.0007538357167504728,0.06488300859928131,0.9343631863594055
14,0,0,0,0.0013272952055558562,0.05825898051261902,0.9404137134552002
15,0,0,0,0.0006178070907481015,0.03893134370446205,0.9604507684707642
16,0,0,0,0.0007195109501481056,0.046176452189683914,0.9531040191650391
17,0,0,0,0.00040466993232257664,0.0249008871614933,0.9746944308280945
18,0,0,0,0.00015843503933865577,0.010850613005459309,0.9889909029006958
19,0,0,0,0.00012291970779187977,0.05295297130942345,0.9469241499900818
20,0,0,0,0.0011511410120874643,0.03214920684695244,0.9666996598243713
21,0,0,0,0.00016515883908141404,0.029843294993042946,0.9699915051460266
22,0,0,0,0.00019812154641840607,0.024065013974905014,0.9757368564605713
23,0,0,0,0.0014310681726783514,0.018959572538733482,0.9796094298362732
24,0,0,0,0.00020512621267698705,0.018994364887475967,0.9808005094528198
25,0,0,0,0.00014243231271393597,0.013134332373738289,0.9867232441902161
26,0,0,0,9.128749297815375e-06,0.006764388643205166,0.9932264685630798
27,0,0,0,0.000591152929700911,0.11065128445625305,0.888757586479187
28,0,0,0,8.877965592546389e-05,0.012122868560254574,0.9877883791923523
29,0,0,0,0.00012375084043014795,0.0053888773545622826,0.9944873452186584
