timestamp,a1,a2,a3,s1,s2,s3
0,0,0,0,0.00024986889911815524,0.12368600070476532,0.8760640621185303
1,0,0,0,0.0014334151055663824,0.05628441646695137,0.9422821998596191
2,0,0,0,0.00029995260410942137,0.03307262435555458,0.9666273593902588
3,0,0,0,0.0005761892534792423,0.073869489133358,0.9255543351173401
4,0,0,0,0.00014548808394465595,0.019796011969447136,0.980058491230011
5,0,0,0,0.0023041232489049435,0.10228398442268372,0.8954119086265564
6,0,0,0,0.00024104444310069084,0.07046296447515488,0.9292959570884705
7,0,0,0,9.21804312383756e-05,0.03312401473522186,0.9667838215827942
8,0,0,0,0.0007916326867416501,0.01610836200416088,0.9831000566482544
9,0,0,0,0.00019363148021511734,0.07796639949083328,0.9218399524688721
10,0,0,0,0.00018591040861792862,0.11744547635316849,0.8823686242103577
11,0,0,0,0.0002399990480626002,0.03080635517835617,0.9689536690711975
12,0,0,0,0.0005935443914495409,0.01354629173874855,0.9858601093292236
13,0,0,0,0.00018615421140566468,0.04627422243356705,0.9535395503044128
14,0,0,0,0.00012736428470816463,0.03267171233892441,0.9672009348869324
15,0,0,0,0.00011039066885132343,0.0890478864312172,0.910841703414917
16,0,0,0,0.000997795956209302,0.0118724899366498,0.9871297478675842
17,0,0,0,0.0008225700003094971,0.10782293230295181,0.8913544416427612
18,0,0,0,0.0005723133799619973,0.08349883556365967,0.9159289002418518
19,0,0,0,0.00018043933960143477,0.08739477396011353,0.9124248027801514
20,0,0,0,0.0005586550105363131,0.1822212189435959,0.817220151424408
21,0,0,0,0.0012747793225571513,0.06328672170639038,0.9354384541511536
22,0,0,0,0.00017571772332303226,0.018771687522530556,0.981052577495575
23,0,0,0,0.0005103717558085918,0.03207727521657944,0.9674124121665955
24,0,0,0,0.0004903496010228992,0.16975846886634827,0.8297511339187622
25,0,0,0,0.0013379801530390978,0.3187777101993561,0.6798843145370483
26,0,0,0,0.00012668856652453542,0.054522451013326645,0.9453508853912354
27,0,0,0,0.00015003280714154243,0.008235103450715542,0.9916149377822876
28,0,0,0,0.00023544853320345283,0.031159723177552223,0.9686048626899719
29,0,0,0,0.0005223499611020088,0.07603012770414352,0.9234474897384644
