timestamp,a1,a2,a3,s1,s2,s3
0,0,0,0,0.0002720626653172076,0.07687706500291824,0.9228508472442627
1,0,0,0,0.00027082476299256086,0.02340427227318287,0.9763249158859253
2,0,0,0,0.0002311144198756665,0.006079379003494978,0.9936895370483398
3,0,0,0,0.00040650300798006356,0.05349012836813927,0.9461033940315247
4,0,0,0,0.0005098712863400578,0.13848638534545898,0.8610037565231323
5,0,0,0,0.00023771717678755522,0.038071636110544205,0.9616906046867371
6,0,0,0,0.0004129739827476442,0.1668282300233841,0.8327587842941284
7,0,0,0,0.00030982992029748857,0.021645357832312584,0.9780448079109192
8,0,0,0,0.0001419594482285902,0.025097260251641273,0.9747607707977295
9,0,0,0,0.00065005844226107,0.08100157231092453,0.9183483719825745
10,0,0,0,0.0005974883097223938,0.08355458825826645,0.915847897529602
11,0,0,0,0.00018187913519795984,0.0745430663228035,0.9252750277519226
12,0,0,0,0.00016188950394280255,0.018196282908320427,0.9816417694091797
13,0,0,0,0.0001735603145789355,0.011164908297359943,0.988661527633667
14,0,0,0,0.00015060891746543348,0.013718724250793457,0.9861306548118591
15,0,0,0,0.00027017234242521226,0.08777584880590439,0.9119539856910706
16,0,0,0,0.0004223053401801735,0.14354515075683594,0.8560325503349304
17,0,0,0,0.0001997361978283152,0.05930740013718605,0.9404929280281067
18,0,0,0,0.00029594797524623573,0.057920727878808975,0.9417833089828491
19,0,0,0,0.000206705168238841,0.06003832072019577,0.9397549629211426
20,0,0,0,7.482778164558113e-05,0.010529564693570137,0.9893955588340759
21,0,0,0,0.00033098290441557765,0.06202270835638046,0.9376463294029236
22,0,0,0,0.0003574443981051445,0.12021937221288681,0.8794231414794922
23,0,0,0,0.0002708126849029213,0.03579672798514366,0.9639325141906738
24,0,0,0,0.0007181037217378616,0.046043965965509415,0.9532378911972046
25,0,0,0,0.00024375415523536503,0.03147388994693756,0.9682824015617371
26,0,0,0,0.0003848646301776171,0.1510002464056015,0.8486149311065674
27,0,0,0,0.00014236372953746468,0.01279187761247158,0.9870657920837402
28,0,0,0,0.00012143095955252647,0.024653788655996323,0.9752248525619507
29,0,0,0,0.000359480211045593,0.033124182373285294,0.966516375541687
