timestamp,a1,a2,a3,s1,s2,s3
0,0,0,0,0.009817586280405521,0.9723304510116577,0.017852017655968666
1,0,0,0,0.1125522255897522,0.7936904430389404,0.0937572568655014
2,0,0,0,0.021970286965370178,0.9503063559532166,0.027723297476768494
3,0,0,0,0.004912870470434427,0.9614338874816895,0.03365322947502136
4,0,0,0,0.00046347067109309137,0.021198663860559464,0.978337824344635
5,0,0,0,0.0004506185359787196,0.028489042073488235,0.9710603952407837
6,0,0,0,0.00020511877664830536,0.07052639126777649,0.929268479347229
7,0,0,0,9.566249354975298e-05,0.020323632284998894,0.9795807003974915
8,0,0,0,0.0003606835671234876,0.046934425830841064,0.9527048468589783
9,0,0,0,0.00022806711785960943,0.02554243989288807,0.9742295145988464
10,0,0,0,0.000621985993348062,0.107169508934021,0.8922085165977478
11,0,0,0,0.0008703757193870842,0.04239851236343384,0.9567311406135559
12,0,0,0,0.0002670005487743765,0.03800090774893761,0.9617320895195007
13,0,0,0,0.00038021092768758535,0.00923204980790615,0.9903877377510071
14,0,0,0,0.0003592548018787056,0.0480668731033802,0.9515738487243652
15,0,0,0,0.0001221652637468651,0.015892183408141136,0.9839857220649719
16,0,0,0,0.001257871394045651,0.16501900553703308,0.8337231278419495
17,0,0,0,3.665431358967908e-05,0.012677866034209728,0.9872854351997375
18,0,0,0,0.0001956064807018265,0.026222476735711098,0.9735819697380066
19,0,0,0,0.0007032736320979893,0.22921738028526306,0.7700793147087097
20,0,0,0,0.0009233739110641181,0.09907009452581406,0.9000065326690674
21,0,0,0,0.0009651779546402395,0.11773703992366791,0.881297767162323
22,0,0,0,0.00020660237350966781,0.032835952937603,0.9669574499130249
23,0,0,0,0.0005132576334290206,0.044264696538448334,0.9552220106124878
24,0,0,0,0.0003259552177041769,0.07853469252586365,0.9211393594741821
25,0,0,0,0.0010838463203981519,0.03635995462536812,0.9625561833381653
26,0,0,0,0.002543286420404911,0.03226281702518463,0.9651938676834106
27,0,0,0,6.916295387782156e-05,0.029618138447403908,0.9703126549720764
28,0,0,0,3.4335684176767245e-05,0.10143088549375534,0.8985348343849182
29,0,0,0,0.0009475250262767076,0.05719996988773346,0.9418524503707886
