timestamp,a1,a2,a3,s1,s2,s3
0,0,0,1,0.00044693227391690016,0.028213053941726685,0.971340000629425
1,0,0,1,0.0013464991934597492,0.035700663924217224,0.9629528522491455
2,0,0,1,0.00016287356265820563,0.029137002304196358,0.9707001447677612
3,0,0,1,0.0003988659882452339,0.011398433707654476,0.9882027506828308
4,0,1,1,0.0032464987598359585,0.9958204030990601,0.0009331013425253332
5,0,1,1,0.023588070645928383,0.8956666588783264,0.08074529469013214
6,0,1,1,0.020008042454719543,0.9688003659248352,0.011191562749445438
7,0,1,1,0.015038246288895607,0.9710630774497986,0.013898642733693123
8,0,1,1,0.04479129612445831,0.9248138070106506,0.030394835397601128
9,0,0,0,0.8865212202072144,0.10914353281259537,0.004335294011980295
10,0,0,0,0.9775593876838684,0.022285057231783867,0.00015552765398751944
11,0,0,0,0.9498779773712158,0.049268610775470734,0.0008534384542144835
12,0,0,0,0.877734363079071,0.12206198275089264,0.00020369414414744824
13,0,0,0,0.9821575880050659,0.017392754554748535,0.00044961643288843334
14,0,0,0,0.9410713315010071,0.058349642902612686,0.0005791010917164385
15,0,0,0,0.9404178261756897,0.05916571989655495,0.00041647825855761766
16,0,0,0,0.806662380695343,0.193141907453537,0.00019573676399886608
17,0,0,0,0.7832023501396179,0.20672813057899475,0.010069486685097218
18,0,0,0,0.9444611668586731,0.05434975400567055,0.0011890280293300748
19,0,0,0,0.84172123670578,0.15680809319019318,0.0014707278460264206
20,0,0,0,0.9707667231559753,0.02904568985104561,0.00018759061640594155
21,0,0,0,0.9758365154266357,0.02344324067234993,0.0007201517000794411
22,0,0,0,0.9490981698036194,0.05077224597334862,0.0001295895635848865
23,0,0,0,0.974489152431488,0.02530442364513874,0.00020647785277105868
24,0,0,0,0.9473344683647156,0.05228869616985321,0.0003767978632822633
25,0,0,0,0.9273155927658081,0.07165271043777466,0.0010316931875422597
26,0,0,0,0.9712557792663574,0.028576496988534927,0.00016777822747826576
27,0,0,0,0.8843433856964111,0.11489517241716385,0.0007614545174874365
28,0,0,0,0.9860234260559082,0.013414635322988033,0.0005620085867121816
29,0,0,0,0.9495384097099304,0.05003974586725235,0.00042191860848106444
