timestamp,a1,a2,a3,s1,s2,s3
0,0,0,0,0.0002720626653172076,0.07687706500291824,0.9228508472442627
1,0,0,0,0.00027082476299256086,0.02340427227318287,0.9763249158859253
2,0,0,0,0.0002311144198756665,0.006079379003494978,0.9936895370483398
3,0,0,0,0.00040650300798006356,0.05349012836813927,0.9461033940315247
4,0,0,0,0.009853535331785679,0.9845646619796753,0.00558188371360302
5,0,0,0,0.016319889575242996,0.9615319967269897,0.02214808389544487
6,0,0,0,0.006653894670307636,0.9888449311256409,0.00450107641518116
7,0,0,0,0.0360233448445797,0.925829291343689,0.03814726322889328
8,0,0,0,0.0001419594482285902,0.025097260251641273,0.9747607707977295
9,0,0,0,0.00065005844226107,0.08100157231092453,0.9183483719825745
10,0,0,0,0.0005974883097223938,0.08355458825826645,0.915847897529602
11,0,0,0,0.00018187913519795984,0.0745430663228035,0.9252750277519226
12,0,0,0,0.02253086306154728,0.9316384792327881,0.04583068937063217
13,0,0,0,0.03762777894735336,0.8904688358306885,0.07190345972776413
14,0,0,0,0.027243467047810555,0.9129166007041931,0.05983985960483551
15,0,0,0,0.008220160380005836,0.9824718832969666,0.009308005683124065
16,0,0,0,0.0004223053401801735,0.14354515075683594,0.8560325503349304
17,0,0,0,0.0001997361978283152,0.05930740013718605,0.9404929280281067
18,0,0,0,0.00029594797524623573,0.057920727878808975,0.9417833089828491
19,0,0,0,0.000206705168238841,0.06003832072019577,0.9397549629211426
20,0,0,0,0.01748172752559185,0.904976487159729,0.07754173129796982
21,0,0,0,0.014106938615441322,0.972486674785614,0.013406353071331978
22,0,0,0,0.00796467810869217,0.9854617118835449,0.00657357694581151
23,0,0,0,0.01967678591609001,0.956828236579895,0.02349502220749855
24,0,0,0,0.0007181037217378616,0.046043965965509415,0.9532378911972046
25,0,0,0,0.00024375415523536503,0.03147388994693756,0.9682824015617371
26,0,0,0,0.0003848646301776171,0.1510002464056015,0.8486149311065674
27,0,0,0,0.00014236372953746468,0.01279187761247158,0.9870657920837402
28,0,0,0,0.012757754884660244,0.9528710842132568,0.03437114134430885
29,0,0,0,0.027932921424508095,0.9468733072280884,0.025193845853209496
