timestamp,a1,a2,a3,s1,s2,s3
0,0,0,1,0.0005503213033080101,0.0982489287853241,0.9012007117271423
1,0,0,1,0.00010558058420429006,0.04189244657754898,0.958001971244812
2,0,0,1,0.0001667982869548723,0.051120325922966,0.9487128257751465
3,0,0,1,9.570221300236881e-05,0.012774016708135605,0.9871302247047424
4,0,0,1,0.04322011396288872,0.8997679948806763,0.05701185762882233
5,0,0,1,0.020047025755047798,0.9563425183296204,0.02361045964062214
6,0,0,1,0.027513638138771057,0.9504228830337524,0.022063497453927994
7,0,0,1,0.007044282276183367,0.9805999398231506,0.012355773709714413
8,0,0,1,0.0012221356155350804,0.05862147733569145,0.9401563405990601
9,0,0,1,0.00034239457454532385,0.025271544232964516,0.9743859767913818
10,0,0,1,0.00021046542678959668,0.0453324057161808,0.9544571042060852
11,0,0,1,0.00044341766624711454,0.08859868347644806,0.910957932472229
12,0,0,1,0.004316169768571854,0.9879283308982849,0.007755469996482134
13,0,0,1,0.025424331426620483,0.9509699940681458,0.023605599999427795
14,0,0,1,0.0060334703885018826,0.9783600568771362,0.015606424771249294
15,0,0,1,0.014064209535717964,0.9574280381202698,0.02850782684981823
16,0,0,1,0.0010730327339842916,0.16145339608192444,0.8374735116958618
17,0,0,1,0.00026246911147609353,0.023099608719348907,0.9766379594802856
18,0,0,1,0.000892866519279778,0.22711512446403503,0.771992027759552
19,0,0,1,0.0005995830870233476,0.08851730078458786,0.9108831286430359
20,0,0,1,0.007799406070262194,0.97231525182724,0.019885310903191566
21,0,0,1,0.03995763882994652,0.9403515458106995,0.019690848886966705
22,0,0,1,0.01708574779331684,0.9602236747741699,0.022690558806061745
23,0,0,1,0.024939389899373055,0.9623399972915649,0.012720647267997265
24,0,0,1,0.0006757323280908167,0.03785327821969986,0.9614710211753845
25,0,0,1,7.530679431511089e-05,0.02123754844069481,0.9786871075630188
26,0,0,1,0.00018311856547370553,0.07262297719717026,0.9271939396858215
27,0,0,1,0.00033780091325752437,0.02060137316584587,0.9790608286857605
28,0,0,1,0.015090112574398518,0.9404722452163696,0.04443766176700592
29,0,0,1,0.016954362392425537,0.9752194881439209,0.007826138287782669
