timestamp,a1,a2,a3,s1,s2,s3
0,0,1,0,0.003743732115253806,0.14922170341014862,0.8470345139503479
1,0,1,0,0.0009081600583158433,0.48171448707580566,0.5173773169517517
2,0,1,0,0.0007008048123680055,0.024186303839087486,0.9751129150390625
3,0,1,0,0.0003895531699527055,0.18036644160747528,0.8192440271377563
4,0,0,0,0.03862209618091583,0.9282837510108948,0.03309408575296402
5,0,0,0,0.12053799629211426,0.7628241777420044,0.11663778871297836
6,0,1,0,0.018813613802194595,0.917784571647644,0.0634017065167427
7,0,1,0,0.0016459833132103086,0.993269145488739,0.0050848848186433315
8,0,1,0,0.0002735753369051963,0.06471782177686691,0.9350085854530334
9,0,1,0,9.864503954304382e-05,0.04736931249499321,0.9525320529937744
10,0,0,0,0.0002591617521829903,0.011035418137907982,0.9887054562568665
11,0,0,0,0.0009643425000831485,0.3261834681034088,0.6728522181510925
12,0,0,0,0.012131665833294392,0.9845988750457764,0.0032694656401872635
13,0,0,0,0.01861727423965931,0.9731099605560303,0.008272732608020306
14,0,0,0,0.013454445637762547,0.947109043598175,0.03943651169538498
15,0,0,0,0.033141784369945526,0.9495905637741089,0.017267685383558273
16,0,0,0,0.0001746788911987096,0.015309258364140987,0.9845161437988281
17,0,0,0,0.00011865946726175025,0.01174241490662098,0.9881389737129211
18,0,0,0,0.0003432862868066877,0.27325835824012756,0.7263983488082886
19,0,0,0,5.9515594330150634e-05,0.01316214632242918,0.9867783784866333
20,0,0,0,0.007477981969714165,0.985833466053009,0.0066886055283248425
21,0,0,0,0.02144591696560383,0.9194623231887817,0.059091828763484955
22,0,0,0,0.12183412909507751,0.6957048773765564,0.1824609786272049
23,0,0,0,0.00960270781069994,0.970241129398346,0.020156094804406166
24,0,0,0,4.2235322325723246e-05,0.043790217489004135,0.9561675190925598
25,0,0,0,0.0002738486509770155,0.022779017686843872,0.9769470691680908
26,0,0,0,6.272330210777e-05,0.008735746145248413,0.9912015199661255
27,0,0,0,7.966027624206617e-05,0.0024256070610135794,0.9974948167800903
28,0,0,0,0.17158693075180054,0.7445695400238037,0.08384349942207336
29,0,0,0,0.016737140715122223,0.9690988659858704,0.014163965359330177
