timestamp,a1,a2,a3,s1,s2,s3
0,0,1,0,0.0005639639566652477,0.041162893176078796,0.9582731127738953
1,0,1,0,0.0010716657852753997,0.0992368832230568,0.8996914625167847
2,0,1,0,0.00048404658446088433,0.14406214654445648,0.8554537892341614
3,0,1,0,0.0005523324944078922,0.11123844236135483,0.8882092833518982
4,0,0,0,0.052071209996938705,0.9211574792861938,0.026771409437060356
5,0,0,0,0.007919392548501492,0.9860742092132568,0.006006354000419378
6,0,0,0,0.05276407673954964,0.914696455001831,0.03253953903913498
7,0,0,0,0.14323581755161285,0.8248440027236938,0.03192013129591942
8,0,0,0,0.000281989254290238,0.08074434101581573,0.9189736843109131
9,0,0,0,0.0002099405537592247,0.11732430011034012,0.8824657201766968
10,0,0,0,0.00013578009384218603,0.04708852991461754,0.9527757167816162
11,0,0,0,4.437958705238998e-05,0.024689167737960815,0.9752664566040039
12,0,0,0,0.0043304539285600185,0.973811149597168,0.021858468651771545
13,0,0,0,0.01299203746020794,0.9397409558296204,0.04726693034172058
14,0,0,0,0.07441404461860657,0.9005830883979797,0.02500288002192974
15,0,0,0,0.005940538831055164,0.9860875010490417,0.007971993647515774
16,0,0,0,0.000548206502571702,0.0450483039021492,0.9544034600257874
17,0,0,0,0.00040960105252452195,0.3711688220500946,0.6284216046333313
18,0,0,0,0.0001645134761929512,0.021524878218770027,0.9783105850219727
19,0,0,0,0.00055260444059968,0.03228555992245674,0.9671618938446045
20,0,0,0,0.007156237028539181,0.9804078936576843,0.012435836717486382
21,0,0,0,0.017711661756038666,0.9539610743522644,0.028327222913503647
22,0,0,0,0.061029382050037384,0.9143441319465637,0.024626586586236954
23,0,0,0,0.04166698828339577,0.7713597416877747,0.18697330355644226
24,0,0,0,0.00010675102384993806,0.02455456182360649,0.9753386974334717
25,0,0,0,0.00019791357044596225,0.009452861733734608,0.990349292755127
26,0,0,0,0.00017852602468337864,0.15401610732078552,0.8458053469657898
27,0,0,0,0.0018314938060939312,0.09252694994211197,0.9056415557861328
28,0,0,0,0.01117774285376072,0.9686533808708191,0.020168857648968697
29,0,0,0,0.005493112374097109,0.9876077771186829,0.006899118423461914
